person,gloss,tense,tense_translation,tense_base,preverb,preverb_translation,preverb_base,verb,verb_base,verb_type,verb_translation,object,object_translation,object_base,subject,subject_translation,subject_base,mode,mode_translation,mode_base,conjugation
1,1-fut_def-ati-mêtawêVAI-NONE-1PL-ind-,fut_def,future definite,ka,ati,begin to,ati,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikahatimêtawânân
1,1-fut_def-ati-mêtawêVAI-NONE-1SG-ind-,fut_def,future definite,ka,ati,begin to,ati,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikahatimêtawân
1,1-fut_def-ati-wâpiVAI-NONE-1PL-ind-,fut_def,future definite,ka,ati,begin to,ati,wâpiVAI,wâpi,VAI,see,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikahatiwâpinân
1,1-fut_def-ati-wâpiVAI-NONE-1SG-ind-,fut_def,future definite,ka,ati,begin to,ati,wâpiVAI,wâpi,VAI,see,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikahatiwâpin
1,1-fut_def-ati-waniskaVAI-NONE-1PL-ind-,fut_def,future definite,ka,ati,begin to,ati,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikahatiwaniskanân
1,1-fut_def-ati-waniskaVAI-NONE-1SG-ind-,fut_def,future definite,ka,ati,begin to,ati,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikahatiwaniskan
1,1-fut_def-ati-nipaVAI-NONE-1PL-ind-,fut_def,future definite,ka,ati,begin to,ati,nipaVAI,nipa,VAI,sleep,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikahatinipanân
1,1-fut_def-ati-nipaVAI-NONE-1SG-ind-,fut_def,future definite,ka,ati,begin to,ati,nipaVAI,nipa,VAI,sleep,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikahatinipan
1,1-fut_def-ati-tapasiVAI-NONE-1PL-ind-,fut_def,future definite,ka,ati,begin to,ati,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikahatitapasinân
1,1-fut_def-ati-tapasiVAI-NONE-1SG-ind-,fut_def,future definite,ka,ati,begin to,ati,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikahatitapasin
1,1-fut_def-ati-pimipahtaVAI-NONE-1PL-ind-,fut_def,future definite,ka,ati,begin to,ati,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikahatipimipahtanân
1,1-fut_def-ati-pimipahtaVAI-NONE-1SG-ind-,fut_def,future definite,ka,ati,begin to,ati,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikahatipimipahtan
1,1-fut_def-ati-nipawiVAI-NONE-1PL-ind-,fut_def,future definite,ka,ati,begin to,ati,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikahatinipawinân
1,1-fut_def-ati-nipawiVAI-NONE-1SG-ind-,fut_def,future definite,ka,ati,begin to,ati,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikahatinipawin
1,1-fut_def-ati-nanâskomoVAI-NONE-1PL-ind-,fut_def,future definite,ka,ati,begin to,ati,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikahatinanâskomonân
1,1-fut_def-ati-nanâskomoVAI-NONE-1SG-ind-,fut_def,future definite,ka,ati,begin to,ati,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikahatinanâskomon
1,1-fut_def-ati-apiVAI-NONE-1PL-ind-,fut_def,future definite,ka,ati,begin to,ati,apiVAI,api,VAI,sit,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikahatihapinân
1,1-fut_def-ati-apiVAI-NONE-1SG-ind-,fut_def,future definite,ka,ati,begin to,ati,apiVAI,api,VAI,sit,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikahatihapin
1,1-fut_def-ati-mîcisoVAI-NONE-1PL-ind-,fut_def,future definite,ka,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikahatimîcisonân
1,1-fut_def-ati-mîcisoVAI-NONE-1SG-ind-,fut_def,future definite,ka,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikahatimîcison
1,1-fut_def-nitawi-mîciVTI-NI3sg-1PL-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,1PL,we (and not you),niyanân,ind,Independent,-,nikanitawimîcinân
1,1-fut_def-nitawi-mîciVTI-NI3sg-1SG-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,1SG,I,niya,ind,Independent,-,nikanitawimîcin
1,1-fut_def-nitawi-atawêVAIT-NONE-1PL-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikanitawihatawânân
1,1-fut_def-nitawi-atawêVAIT-NONE-1SG-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikanitawihatawân
1,1-fut_def-nitawi-mêtawêVAI-NONE-1PL-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikanitawimêtawânân
1,1-fut_def-nitawi-mêtawêVAI-NONE-1SG-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikanitawimêtawân
1,1-fut_def-nitawi-wâpiVAI-NONE-1PL-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,wâpiVAI,wâpi,VAI,see,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikanitawiwâpinân
1,1-fut_def-nitawi-wâpiVAI-NONE-1SG-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,wâpiVAI,wâpi,VAI,see,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikanitawiwâpin
1,1-fut_def-nitawi-waniskaVAI-NONE-1PL-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikanitawiwaniskanân
1,1-fut_def-nitawi-waniskaVAI-NONE-1SG-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikanitawiwaniskan
1,1-fut_def-nitawi-nipaVAI-NONE-1PL-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,nipaVAI,nipa,VAI,sleep,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikanitawinipanân
1,1-fut_def-nitawi-nipaVAI-NONE-1SG-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,nipaVAI,nipa,VAI,sleep,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikanitawinipan
1,1-fut_def-nitawi-tapasiVAI-NONE-1PL-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikanitawitapasinân
1,1-fut_def-nitawi-tapasiVAI-NONE-1SG-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikanitawitapasin
1,1-fut_def-nitawi-pimipahtaVAI-NONE-1PL-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikanitawipimipahtanân
1,1-fut_def-nitawi-pimipahtaVAI-NONE-1SG-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikanitawipimipahtan
1,1-fut_def-nitawi-nipawiVAI-NONE-1PL-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikanitawinipawinân
1,1-fut_def-nitawi-nipawiVAI-NONE-1SG-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikanitawinipawin
1,1-fut_def-nitawi-nanâskomoVAI-NONE-1PL-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikanitawinanâskomonân
1,1-fut_def-nitawi-nanâskomoVAI-NONE-1SG-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikanitawinanâskomon
1,1-fut_def-nitawi-apiVAI-NONE-1PL-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,apiVAI,api,VAI,sit,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikanitawihapinân
1,1-fut_def-nitawi-apiVAI-NONE-1SG-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,apiVAI,api,VAI,sit,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikanitawihapin
1,1-fut_def-nitawi-mîcisoVAI-NONE-1PL-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikanitawimîcisonân
1,1-fut_def-nitawi-mîcisoVAI-NONE-1SG-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikanitawimîcison
1,1-fut_def-pe-mîciVTI-NI3sg-1PL-ind-,fut_def,future definite,ka,pe,come and,pê,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,1PL,we (and not you),niyanân,ind,Independent,-,nikapemîcinân
1,1-fut_def-pe-mîciVTI-NI3sg-1SG-ind-,fut_def,future definite,ka,pe,come and,pê,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,1SG,I,niya,ind,Independent,-,nikapemîcin
1,1-fut_def-pe-atawêVAIT-NONE-1PL-ind-,fut_def,future definite,ka,pe,come and,pê,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikapeatawânân
1,1-fut_def-pe-atawêVAIT-NONE-1SG-ind-,fut_def,future definite,ka,pe,come and,pê,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikapeatawân
1,1-fut_def-pe-mêtawêVAI-NONE-1PL-ind-,fut_def,future definite,ka,pe,come and,pê,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikapemêtawânân
1,1-fut_def-pe-mêtawêVAI-NONE-1SG-ind-,fut_def,future definite,ka,pe,come and,pê,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikapemêtawân
1,1-fut_def-pe-wâpiVAI-NONE-1PL-ind-,fut_def,future definite,ka,pe,come and,pê,wâpiVAI,wâpi,VAI,see,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikapewâpinân
1,1-fut_def-pe-wâpiVAI-NONE-1SG-ind-,fut_def,future definite,ka,pe,come and,pê,wâpiVAI,wâpi,VAI,see,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikapewâpin
1,1-fut_def-pe-waniskaVAI-NONE-1PL-ind-,fut_def,future definite,ka,pe,come and,pê,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikapewaniskanân
1,1-fut_def-pe-waniskaVAI-NONE-1SG-ind-,fut_def,future definite,ka,pe,come and,pê,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikapewaniskan
1,1-fut_def-pe-nipaVAI-NONE-1PL-ind-,fut_def,future definite,ka,pe,come and,pê,nipaVAI,nipa,VAI,sleep,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikapenipanân
1,1-fut_def-pe-nipaVAI-NONE-1SG-ind-,fut_def,future definite,ka,pe,come and,pê,nipaVAI,nipa,VAI,sleep,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikapenipan
1,1-fut_def-pe-tapasiVAI-NONE-1PL-ind-,fut_def,future definite,ka,pe,come and,pê,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikapetapasinân
1,1-fut_def-pe-tapasiVAI-NONE-1SG-ind-,fut_def,future definite,ka,pe,come and,pê,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikapetapasin
1,1-fut_def-pe-pimipahtaVAI-NONE-1PL-ind-,fut_def,future definite,ka,pe,come and,pê,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikapepimipahtanân
1,1-fut_def-pe-pimipahtaVAI-NONE-1SG-ind-,fut_def,future definite,ka,pe,come and,pê,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikapepimipahtan
1,1-fut_def-pe-nipawiVAI-NONE-1PL-ind-,fut_def,future definite,ka,pe,come and,pê,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikapenipawinân
1,1-fut_def-pe-nipawiVAI-NONE-1SG-ind-,fut_def,future definite,ka,pe,come and,pê,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikapenipawin
1,1-fut_def-pe-nanâskomoVAI-NONE-1PL-ind-,fut_def,future definite,ka,pe,come and,pê,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikapenanâskomonân
1,1-fut_def-pe-nanâskomoVAI-NONE-1SG-ind-,fut_def,future definite,ka,pe,come and,pê,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikapenanâskomon
1,1-fut_def-pe-apiVAI-NONE-1PL-ind-,fut_def,future definite,ka,pe,come and,pê,apiVAI,api,VAI,sit,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikapeapinân
1,1-fut_def-pe-apiVAI-NONE-1SG-ind-,fut_def,future definite,ka,pe,come and,pê,apiVAI,api,VAI,sit,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikapeapin
1,1-fut_def-pe-mîcisoVAI-NONE-1PL-ind-,fut_def,future definite,ka,pe,come and,pê,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikapemîcisonân
1,1-fut_def-pe-mîcisoVAI-NONE-1SG-ind-,fut_def,future definite,ka,pe,come and,pê,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikapemîcison
1,1-fut_def-NONE-mîciVTI-NI3sg-1PL-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,1PL,we (and not you),niyanân,ind,Independent,-,nikamîcinân
1,1-fut_def-NONE-mîciVTI-NI3sg-1SG-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,1SG,I,niya,ind,Independent,-,nikamîcin
1,1-fut_def-NONE-atawêVAIT-NONE-1PL-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikahatawânân
1,1-fut_def-NONE-atawêVAIT-NONE-1SG-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikahatawân
1,1-fut_def-NONE-mêtawêVAI-NONE-1PL-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikamêtawânân
1,1-fut_def-NONE-mêtawêVAI-NONE-1SG-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikamêtawân
1,1-fut_def-NONE-wâpiVAI-NONE-1PL-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,wâpiVAI,wâpi,VAI,see,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikawâpinân
1,1-fut_def-NONE-wâpiVAI-NONE-1SG-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,wâpiVAI,wâpi,VAI,see,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikawâpin
1,1-fut_def-NONE-waniskaVAI-NONE-1PL-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikawaniskanân
1,1-fut_def-NONE-waniskaVAI-NONE-1SG-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikawaniskan
1,1-fut_def-NONE-nipaVAI-NONE-1PL-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,nipaVAI,nipa,VAI,sleep,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikanipanân
1,1-fut_def-NONE-nipaVAI-NONE-1SG-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,nipaVAI,nipa,VAI,sleep,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikanipan
1,1-fut_def-NONE-tapasiVAI-NONE-1PL-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikatapasinân
1,1-fut_def-NONE-tapasiVAI-NONE-1SG-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikatapasin
1,1-fut_def-NONE-pimipahtaVAI-NONE-1PL-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikapimipahtanân
1,1-fut_def-NONE-pimipahtaVAI-NONE-1SG-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikapimipahtan
1,1-fut_def-NONE-nipawiVAI-NONE-1PL-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikanipawinân
1,1-fut_def-NONE-nipawiVAI-NONE-1SG-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikanipawin
1,1-fut_def-NONE-nanâskomoVAI-NONE-1PL-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikananâskomonân
1,1-fut_def-NONE-nanâskomoVAI-NONE-1SG-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikananâskomon
1,1-fut_def-NONE-apiVAI-NONE-1PL-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikahapinân
1,1-fut_def-NONE-apiVAI-NONE-1SG-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikahapin
1,1-fut_def-NONE-mîcisoVAI-NONE-1PL-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,nikamîcisonân
1,1-fut_def-NONE-mîcisoVAI-NONE-1SG-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,1SG,I,niya,ind,Independent,-,nikamîcison
1,1-fut_int-ati-mîciVTI-NI3sg-1PL-ind-,fut_int,future intentional,wî,ati,begin to,ati,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,1PL,we (and not you),niyanân,ind,Independent,-,niwîhatimîcinân
1,1-fut_int-ati-mîciVTI-NI3sg-1SG-ind-,fut_int,future intentional,wî,ati,begin to,ati,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,1SG,I,niya,ind,Independent,-,niwîhatimîcin
1,1-fut_int-ati-atawêVAIT-NONE-1PL-ind-,fut_int,future intentional,wî,ati,begin to,ati,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,niwîhatihatawânân
1,1-fut_int-ati-atawêVAIT-NONE-1SG-ind-,fut_int,future intentional,wî,ati,begin to,ati,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,1SG,I,niya,ind,Independent,-,niwîhatihatawân
1,1-fut_int-ati-mêtawêVAI-NONE-1PL-ind-,fut_int,future intentional,wî,ati,begin to,ati,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,niwîhatimêtawânân
1,1-fut_int-ati-mêtawêVAI-NONE-1SG-ind-,fut_int,future intentional,wî,ati,begin to,ati,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,1SG,I,niya,ind,Independent,-,niwîhatimêtawân
1,1-fut_int-ati-wâpiVAI-NONE-1PL-ind-,fut_int,future intentional,wî,ati,begin to,ati,wâpiVAI,wâpi,VAI,see,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,niwîhatiwâpinân
1,1-fut_int-ati-wâpiVAI-NONE-1SG-ind-,fut_int,future intentional,wî,ati,begin to,ati,wâpiVAI,wâpi,VAI,see,NONE,No object,-,1SG,I,niya,ind,Independent,-,niwîhatiwâpin
1,1-fut_int-ati-waniskaVAI-NONE-1PL-ind-,fut_int,future intentional,wî,ati,begin to,ati,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,niwîhatiwaniskanân
1,1-fut_int-ati-waniskaVAI-NONE-1SG-ind-,fut_int,future intentional,wî,ati,begin to,ati,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,1SG,I,niya,ind,Independent,-,niwîhatiwaniskan
1,1-fut_int-ati-nipaVAI-NONE-1PL-ind-,fut_int,future intentional,wî,ati,begin to,ati,nipaVAI,nipa,VAI,sleep,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,niwîhatinipanân
1,1-fut_int-ati-nipaVAI-NONE-1SG-ind-,fut_int,future intentional,wî,ati,begin to,ati,nipaVAI,nipa,VAI,sleep,NONE,No object,-,1SG,I,niya,ind,Independent,-,niwîhatinipan
1,1-fut_int-ati-tapasiVAI-NONE-1PL-ind-,fut_int,future intentional,wî,ati,begin to,ati,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,niwîhatitapasinân
1,1-fut_int-ati-tapasiVAI-NONE-1SG-ind-,fut_int,future intentional,wî,ati,begin to,ati,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,1SG,I,niya,ind,Independent,-,niwîhatitapasin
1,1-fut_int-ati-pimipahtaVAI-NONE-1PL-ind-,fut_int,future intentional,wî,ati,begin to,ati,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,niwîhatipimipahtanân
1,1-fut_int-ati-pimipahtaVAI-NONE-1SG-ind-,fut_int,future intentional,wî,ati,begin to,ati,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,1SG,I,niya,ind,Independent,-,niwîhatipimipahtan
1,1-fut_int-ati-nipawiVAI-NONE-1PL-ind-,fut_int,future intentional,wî,ati,begin to,ati,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,niwîhatinipawinân
1,1-fut_int-ati-nipawiVAI-NONE-1SG-ind-,fut_int,future intentional,wî,ati,begin to,ati,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,1SG,I,niya,ind,Independent,-,niwîhatinipawin
1,1-fut_int-ati-nanâskomoVAI-NONE-1PL-ind-,fut_int,future intentional,wî,ati,begin to,ati,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,niwîhatinanâskomonân
1,1-fut_int-ati-nanâskomoVAI-NONE-1SG-ind-,fut_int,future intentional,wî,ati,begin to,ati,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,1SG,I,niya,ind,Independent,-,niwîhatinanâskomon
1,1-fut_int-ati-apiVAI-NONE-1PL-ind-,fut_int,future intentional,wî,ati,begin to,ati,apiVAI,api,VAI,sit,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,niwîhatihapinân
1,1-fut_int-ati-apiVAI-NONE-1SG-ind-,fut_int,future intentional,wî,ati,begin to,ati,apiVAI,api,VAI,sit,NONE,No object,-,1SG,I,niya,ind,Independent,-,niwîhatihapin
1,1-fut_int-ati-mîcisoVAI-NONE-1PL-ind-,fut_int,future intentional,wî,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,1PL,we (and not you),niyanân,ind,Independent,-,niwîhatimîcisonân
1,1-fut_int-ati-mîcisoVAI-NONE-1SG-ind-,fut_int,future intentional,wî,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,1SG,I,niya,ind,Independent,-,niwîhatimîcison
1,1-fut_int-nitawi-mîciVTI-NI3sg-1PL-ind-,fut_int,future intentional,wî,nitawi,good at,nitawi,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,1PL,we (and not you),niyanân,ind,Independent,-,niwînitawimîcinân
